brick,0,580,790,20
brick,790,580,750,20
brick,1540,580,740,20
brick,2280,580,720,20
brick,3000,580,200,20
brick,130,510,50,20
brick,230,490,50,20
brick,330,470,50,20
brick,430,450,50,20
brick,530,430,90,20
brick,1010,520,20,60
brick,1430,540,40,20
brick,1490,510,40,20
brick,1540,470,40,20
brick,1450,420,50,20
brick,1390,380,50,20
brick,1480,330,50,20
brick,1530,290,50,20
brick,1440,240,50,20
brick,1370,210,50,20
brick,1320,160,50,20
brick,1410,120,50,20
brick,1490,100,50,20
brick,1570,70,50,20
brick,1880,520,20,60
brick,1930,460,20,130
brick,1950,440,60,20
brick,2010,420,50,20
brick,2060,380,20,40
brick,2080,360,50,20
brick,2080,480,50,20
brick,2410,550,20,30
brick,2460,520,20,60
brick,2510,500,20,80
brick,2560,480,20,110
brick,2610,460,20,120
brick,2660,440,20,140
brick,1840,550,20,30
brick,2880,560,20,20
brick,2900,540,20,20
brick,2920,520,20,20
brick,2940,500,30,20
brick,2970,480,30,20
brick,3000,460,30,20
brick,3030,440,30,20
brick,3060,420,30,20
brick,3110,390,40,20
star,606,396,10,10
star,1016,486,10,10
star,1596,46,10,10
star,2096,456,10,10
star,2666,406,10,10
star,3136,356,10,10
gold,3006,436,10,10
gold,2946,476,10,10
gold,2416,526,10,10
gold,2466,496,10,10
gold,2516,476,10,10
gold,2566,456,10,10
gold,2616,436,10,10
gold,2666,426,10,10
gold,2666,416,10,10
gold,2086,456,10,10
gold,2106,456,10,10
gold,2096,466,10,10
gold,2096,446,10,10
gold,1976,426,10,10
gold,2036,406,10,10
gold,2096,346,10,10
gold,2106,346,10,10
gold,1846,536,10,10
gold,1886,506,10,10
gold,1396,366,10,10
gold,1416,366,10,10
gold,1406,356,10,10
gold,1546,276,10,10
gold,1566,276,10,10
gold,1556,266,10,10
gold,1326,146,10,10
gold,1346,146,10,10
gold,1336,136,10,10
gold,1596,56,10,10
gold,1606,46,10,10
gold,1596,36,10,10
gold,1586,46,10,10
gold,1016,496,10,10
gold,156,496,10,10
gold,256,476,10,10
gold,356,456,10,10
gold,456,436,10,10
gold,546,396,10,10
gold,566,416,10,10
gold,586,396,10,10
gold,566,396,10,10
gold,586,416,10,10
gold,546,416,10,10
gold,606,416,10,10
drop,58,564,10,10
drop,68,564,10,10
drop,78,564,10,10
drop,88,564,10,10
drop,138,494,10,10
drop,148,494,10,10
drop,168,494,10,10
drop,238,474,10,10
drop,248,474,10,10
drop,268,474,10,10
drop,368,454,10,10
drop,348,454,10,10
drop,338,454,10,10
drop,438,434,10,10
drop,448,434,10,10
drop,468,434,10,10
drop,1018,464,10,10
drop,1018,454,10,10
drop,1018,474,10,10
drop,1448,524,10,10
drop,1508,494,10,10
drop,1558,454,10,10
drop,1458,404,10,10
drop,1468,404,10,10
drop,1478,404,10,10
drop,1488,404,10,10
drop,1488,314,10,10
drop,1498,314,10,10
drop,1508,314,10,10
drop,1518,314,10,10
drop,1448,224,10,10
drop,1458,224,10,10
drop,1468,224,10,10
drop,1478,224,10,10
drop,1388,194,10,10
drop,1398,194,10,10
drop,1428,104,10,10
drop,1438,104,10,10
drop,1448,104,10,10
drop,1418,104,10,10
drop,1498,84,10,10
drop,1508,84,10,10
drop,1528,84,10,10
drop,1518,84,10,10
drop,1668,134,10,10
drop,1668,144,10,10
drop,1668,154,10,10
drop,1678,154,10,10
drop,1678,144,10,10
drop,1678,134,10,10
drop,1698,254,10,10
drop,1698,264,10,10
drop,1698,274,10,10
drop,1708,284,10,10
drop,1708,264,10,10
drop,1708,254,10,10
drop,1708,284,10,10
drop,1698,294,10,10
drop,1708,274,10,10
drop,1698,284,10,10
drop,1708,294,10,10
drop,1668,394,10,10
drop,1678,394,10,10
drop,1668,404,10,10
drop,1678,414,10,10
drop,1678,404,10,10
drop,1668,414,10,10
drop,1938,444,10,10
drop,1958,424,10,10
drop,1988,424,10,10
drop,1998,424,10,10
drop,1968,424,10,10
drop,2018,404,10,10
drop,2028,404,10,10
drop,2048,404,10,10
drop,2068,364,10,10
drop,2888,544,10,10
drop,2908,524,10,10
drop,2908,514,10,10
drop,2928,504,10,10
drop,2928,494,10,10
drop,2928,474,10,10
drop,2928,484,10,10
drop,2978,464,10,10
drop,2978,454,10,10
drop,2978,444,10,10
drop,3038,424,10,10
drop,3038,414,10,10
drop,3038,404,10,10
drop,3068,404,10,10
drop,3078,404,10,10
drop,3068,394,10,10
drop,3078,394,10,10
drop,3118,354,10,10
drop,3118,364,10,10
drop,3118,374,10,10
drop,3128,374,10,10
drop,3128,354,10,10
drop,3128,364,10,10
drop,3168,314,10,10
drop,3178,314,10,10
drop,3168,324,10,10
drop,3178,324,10,10
drop,3168,334,10,10
drop,3178,344,10,10
drop,3178,334,10,10
drop,3168,344,10,10
