brick,0,250,200,20
brick,240,250,110,20
brick,410,250,90,20
brick,570,250,80,20
brick,700,360,90,20
brick,870,360,80,20
brick,1010,460,70,20
brick,1110,440,50,20
brick,1180,420,50,20
brick,1240,400,50,20
brick,1310,380,60,20
brick,1320,500,50,20
brick,1440,500,40,20
brick,1500,460,40,20
brick,1570,420,50,20
brick,1650,375,160,20
brick,1650,290,60,20
brick,1750,240,60,20
brick,1910,290,40,20
brick,2050,270,50,20
brick,2210,320,50,20
brick,2370,500,50,20
brick,2460,480,30,20
brick,2550,440,90,20
brick,2660,390,20,20
brick,2710,360,20,20
brick,2760,320,60,20
brick,2910,360,300,20
drop,28,224,5,10
drop,68,224,5,10
drop,158,224,5,10
drop,268,224,5,10
drop,458,224,5,10
gold,606,226,10,10
drop,888,334,5,10
drop,928,334,5,10
drop,1138,414,5,10
drop,1208,394,5,10
drop,1268,374,5,10
star,1336,456,10,10
drop,1458,474,5,10
drop,1598,394,5,10
drop,1668,334,5,10
drop,1758,334,5,10
drop,1678,264,5,10
gold,1786,216,10,10
gold,1926,266,10,10
gold,2076,246,10,10
drop,2238,294,5,10
drop,2388,474,5,10
gold,2476,456,10,10
drop,2568,414,5,10
drop,2618,414,5,10
drop,2718,334,5,10
gold,2786,286,10,10
drop,2928,324,5,10
drop,3038,324,5,10
drop,3148,324,5,10
